X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22
SUPPLIER235,ITEM_3281,200,EACH,0.14,27.6,12600,51.4,200,200,5,1738.8,SITE2,BUYER7,MRP,138,18.2,1x per week,7.196,28,28,19.32
SUPPLIER219,ITEM_5376,1000,PIECE,0.03,26,36000,146.9,1000,1000,7,936,SITE6,BUYER11,MRP,100,92.2,1x per week,4.407,30,30,3
SUPPLIER110,ITEM_2181,2500,EACH,0.01,20,18415,75.2,2500,2500,1,147.32,SITE2,BUYER11,MRP,42,92.5,5x per week,0.752,25,25,0.42
SUPPLIER67,ITEM_0521,40,PIECE,0.35,13.8,2400,9.8,40,40,10,828,SITE2,BUYER6,MRP,40,81.7,5x per week,3.43,14,14,14
SUPPLIER67,ITEM_0523,40,PIECE,0.35,13.8,320,1.3,40,40,10,110.4,SITE2,BUYER6,MRP,40,75,5x per week,0.455,14,14,14
SUPPLIER67,ITEM_0511,50,PIECE,0.18,8.95,900,3.7,50,50,10,161.1,SITE2,BUYER6,MRP,50,86.7,5x per week,0.666,9,9,9
SUPPLIER67,ITEM_0549,50,PIECE,0.16,8.2,1350,5.5,50,50,10,221.4,SITE2,BUYER6,MRP,50,88,5x per week,0.88,8,8,8
SUPPLIER110,ITEM_2223,0,EACH,0.04,0,80000,326.5,5000,5000,2,3360,SITE4,BUYER11,MRP,1,100,5x per week,13.06,200,200,0.04
SUPPLIER218,ITEM_0565,0,PIECE,0.61,0,7972,32.5,1100,1100,7,4870.89,SITE4,BUYER1,MRP,132,60.3,2x per week,19.825,671,671,80.52
SUPPLIER235,ITEM_3565,0,EACH,0.55,0,2400,9.8,300,300,6,1322.4,SITE4,BUYER7,MRP,29,64.3,1x per week,5.39,165,165,15.95
SUPPLIER235,ITEM_3568,0,EACH,0.55,0,1800,7.3,300,300,6,991.8,SITE4,BUYER7,MRP,15,63.6,1x per week,4.015,165,165,8.25
SUPPLIER59,ITEM_3839,0,SQUARE FOOT,0.21,0,11381.8,46.5,3793.92,3793.92,10,2390.17,SITE1,BUYER5,MRP,1,71.4,5x per week,9.765,796.7232,796.7232,0.21
SUPPLIER59,ITEM_3886,0,SQUARE FOOT,0.18,0,130957.4,534.5,3741.64,3741.64,2,23834.25,SITE1,BUYER5,MRP,1,89.7,5x per week,96.21,673.4952,673.4952,0.18
SUPPLIER59,ITEM_3876,0,SQUARE FOOT,0.18,0,44089.9,180,3674.16,3674.16,2,8024.37,SITE1,BUYER5,MRP,1,100,5x per week,32.4,661.3488,661.3488,0.18
SUPPLIER55,ITEM_2944,0,SQUARE FOOT,0.47,0,22446.8,91.6,3725.9,3725.9,6,10639.78,SITE1,BUYER5,MRP,1,100,5x per week,43.052,1751.173,1751.173,0.47
SUPPLIER55,ITEM_2961,0,SQUARE FOOT,0.47,0,29944.7,122.2,3724.21,3724.21,6,14193.81,SITE1,BUYER5,MRP,1,91.7,5x per week,57.434,1750.3787,1750.3787,0.47
SUPPLIER276,ITEM_5778,0,PIECE,2.29,0,1200,4.9,50,50,10,2748,SITE1,BUYER4,MRP,12,83.8,2x per week,11.221,114.5,114.5,27.48
SUPPLIER276,ITEM_5981,0,EACH,6.83,0,180,0.7,20,20,10,1229.4,SITE1,BUYER4,MRP,2,92.9,2x per week,4.781,136.6,136.6,13.66
SUPPLIER70,ITEM_6060,0,EACH,0.15,0,38673,157.8,2000,500,10,5646.26,SITE1,BUYER11,MRP,441,100,5x per week,23.67,300,75,66.15
SUPPLIER186,ITEM_6455,0,INCH,0.04,0,31200,127.3,6240,6240,6,1092,SITE1,BUYER10,MRP,204,60,5x per week,5.092,249.6,249.6,8.16
SUPPLIER9,ITEM_6615,0,PIECE,0.04,0,37500,153.1,7500,7500,5,1500,SITE1,BUYER1,MRP,306,77.8,1x per week,6.124,300,300,12.24
SUPPLIER186,ITEM_5428,0,INCH,0.06,0,181440,740.6,18144,18144,6,11067.84,SITE6,BUYER10,MRP,9072,93.8,5x per week,44.436,1088.64,1088.64,544.32
SUPPLIER110,ITEM_5438,0,PIECE,0.01,0,47500,193.9,2500,2500,3,665,SITE6,BUYER11,MRP,347,100,5x per week,1.939,25,25,3.47
SUPPLIER144,ITEM_5498,0,PIECE,0.03,0,200000,816.3,50000,50000,7,5600,SITE6,BUYER7,MRP,1837,100,5x per week,24.489,1500,1500,55.11
SUPPLIER276,ITEM_5789,0,PIECE,0.04,0,19990,81.6,5000,5000,7,839.58,SITE6,BUYER4,MRP,245,77.8,2x per week,3.264,200,200,9.8
SUPPLIER276,ITEM_5953,0,EACH,1.42,0,1800,7.3,200,200,7,2556,SITE6,BUYER4,MRP,22,100,2x per week,10.366,284,284,31.24
SUPPLIER276,ITEM_6007,0,EACH,18.44,0,120,0.5,12,12,7,2212.8,SITE6,BUYER4,MRP,1,85.7,2x per week,9.22,221.28,221.28,18.44
SUPPLIER276,ITEM_6009,0,EACH,15.06,0,72,0.3,12,12,7,1084.32,SITE6,BUYER4,MRP,1,72.1,2x per week,4.518,180.72,180.72,15.06
SUPPLIER276,ITEM_6273,0,PIECE,10.92,0,80,0.3,20,20,12,873.6,SITE6,BUYER4,MRP,2,100,2x per week,3.276,218.4,218.4,21.84
SUPPLIER276,ITEM_6275,0,PIECE,11.55,0,140,0.6,20,20,12,1617,SITE6,BUYER4,MRP,4,73.3,2x per week,6.93,231,231,46.2
SUPPLIER171,ITEM_6403,0,PIECE,0.22,0,7000,28.6,1000,1000,16,1540,SITE6,BUYER7,MRP,328,91.7,5x per week,6.292,220,220,72.16
SUPPLIER278,ITEM_6437,0,INCH,0.01,0,360000,1469.4,18000,18000,12,3960,SITE6,BUYER12,MRP,10290,25,1x per week,14.694,180,180,102.9
SUPPLIER166,ITEM_6784,0,PIECE,0.75,0,4500,18.4,500,500,10,3375,SITE6,BUYER4,MRP,25,84.6,1x per week,13.8,375,375,18.75
SUPPLIER9,ITEM_1593,0,PIECE,5.6,0,1360,5.6,170,170,5,7621.44,SITE10,BUYER1,MRP,15,91.7,1x per week,31.36,952,952,84
SUPPLIER112,ITEM_1714,0,EACH,0.07,0,84480,344.8,4000,4000,7,5913.6,SITE10,BUYER11,MRP,816,71.9,3x per week,24.136,280,280,57.12
SUPPLIER32,ITEM_3500,0,PIECE,0.03,0,70000,285.7,5000,5000,7,2170,SITE10,BUYER4,MRP,673,81,2x per week,8.571,150,150,20.19
SUPPLIER235,ITEM_4187,0,PIECE,0.1,0,95000,387.8,2500,2500,7,9880,SITE10,BUYER7,MRP,1010,76.6,1x per week,38.78,250,250,101
SUPPLIER218,ITEM_0719,0,PIECE,6.52,0,377,1.5,100,1,12,2458.42,SITE7,BUYER1,MRP,1,56.8,2x per week,9.78,652,6.52,6.52
SUPPLIER196,ITEM_1640,0,EACH,0.07,0,108000,440.8,8000,8000,15,7560,SITE2,BUYER11,MRP,2645,27.6,2x per week,30.856,560,560,185.15
SUPPLIER110,ITEM_2214,0,PIECE,0.03,0,177500,724.5,2500,2500,1,5147.5,SITE2,BUYER11,MRP,383,88.3,5x per week,21.735,75,75,11.49
SUPPLIER6,ITEM_0100,0,POUND,1.68,0,1312,5.4,117,117,10,2205.47,SITE2,BUYER1,MRP,15,71.9,4x per week,9.072,196.56,196.56,25.2
SUPPLIER6,ITEM_0118,0,POUND,2.07,0,776,3.2,117,117,15,1602.44,SITE2,BUYER1,MRP,36,68.8,4x per week,6.624,242.19,242.19,74.52
SUPPLIER6,ITEM_0128,0,POUND,1.68,0,3598,14.7,424,424,10,6048.24,SITE2,BUYER1,MRP,45,81.9,4x per week,24.696,712.32,712.32,75.6
SUPPLIER43,ITEM_0225,0,ROLL,42.04,0,4291,17.5,96,96,8,180393.64,SITE2,BUYER6,MRP,40,55.9,1x per week,735.7,4035.84,4035.84,1681.6
SUPPLIER43,ITEM_0243,0,ROLL,42.04,0,144,0.6,16,16,8,6053.76,SITE2,BUYER6,MRP,5,52.9,1x per week,25.224,672.64,672.64,210.2
SUPPLIER27,ITEM_1192,0,EACH,1.65,0,24864,101.5,168,168,5,41050.46,SITE2,BUYER2,MRP,239,66.4,5x per week,167.475,277.2,277.2,394.35
SUPPLIER159,ITEM_1394,0,FOOT,0.04,0,6000,24.5,1000,1000,20,234,SITE2,BUYER11,MRP,114,100,5x per week,0.98,40,40,4.56
SUPPLIER35,ITEM_1766,0,PIECE,0.57,0,900,3.7,100,100,5,514.8,SITE2,BUYER7,MRP,10,66.7,5x per week,2.109,57,57,5.7
SUPPLIER22,ITEM_1854,0,PIECE,0.26,0,8800,35.9,200,200,5,2288,SITE2,BUYER7,MRP,99,89,2x per week,9.334,52,52,25.74
SUPPLIER196,ITEM_1956,0,PIECE,0.15,0,18000,73.5,1000,1000,15,2754,SITE2,BUYER11,MRP,300,44.1,2x per week,11.025,150,150,45
SUPPLIER178,ITEM_1990,0,PIECE,4.6,0,533,2.2,20,1,10,2451.8,SITE2,BUYER4,MRP,10,86.3,5x per week,10.12,92,4.6,46
SUPPLIER83,ITEM_2026,0,PIECE,0.28,0,2800,11.4,600,600,15,781.2,SITE2,BUYER4,MRP,78,0,1x per week,3.192,168,168,21.84
SUPPLIER83,ITEM_2352,0,EACH,1.54,0,8432,34.4,500,500,15,13010.58,SITE2,BUYER4,MRP,202,0,1x per week,52.976,770,770,311.08
SUPPLIER83,ITEM_2375,0,EACH,0.64,0,7400,30.2,1000,1000,5,4706.4,SITE2,BUYER4,MRP,64,0,1x per week,19.328,640,640,40.96
SUPPLIER144,ITEM_2532,0,PIECE,0.42,0,4750,19.4,250,250,3,2014,SITE2,BUYER7,MRP,73,10.3,5x per week,8.148,105,105,30.66
SUPPLIER199,ITEM_2623,0,EACH,0.05,0,48000,195.9,3000,3000,20,2304,SITE2,BUYER11,MRP,1000,89.7,5x per week,9.795,150,150,50
SUPPLIER22,ITEM_2724,0,PIECE,1.29,0,1100,4.5,100,100,5,1416.8,SITE2,BUYER7,MRP,13,100,2x per week,5.805,129,129,16.77
SUPPLIER144,ITEM_3095,0,PIECE,0.56,0,1300,5.3,100,100,3,731.9,SITE2,BUYER7,MRP,19,22.7,5x per week,2.968,56,56,10.64
SUPPLIER51,ITEM_3110,0,PIECE,0.16,0,5000,20.4,1000,1000,15,790,SITE2,BUYER7,MRP,233,11.1,5x per week,3.264,160,160,37.28
SUPPLIER144,ITEM_3120,0,PIECE,0.94,0,2300,9.4,100,100,3,2152.8,SITE2,BUYER7,MRP,20,17.8,2x per week,8.836,94,94,18.8
SUPPLIER144,ITEM_3121,0,PIECE,1.13,0,2200,9,100,100,3,2492.6,SITE2,BUYER7,MRP,20,22.5,1x per week,10.17,113,113,22.6
SUPPLIER35,ITEM_3290,0,PIECE,0.05,0,27500,112.2,2500,2500,5,1237.5,SITE2,BUYER7,MRP,313,77.4,5x per week,5.61,125,125,15.65
SUPPLIER51,ITEM_3524,0,PIECE,0.11,0,16000,65.3,1000,1000,3,1808,SITE2,BUYER7,MRP,160,25,5x per week,7.183,110,110,17.6
SUPPLIER51,ITEM_3549,0,PIECE,0.2,0,20000,81.6,2500,2500,3,4060,SITE2,BUYER7,MRP,167,26.7,5x per week,16.32,500,500,33.4
SUPPLIER196,ITEM_3649,0,EACH,0.02,0,12000,49,3000,3000,5,288,SITE2,BUYER11,MRP,100,0,2x per week,0.98,60,60,2
SUPPLIER133,ITEM_4786,0,GALLON,49.05,0,15,0.1,5,5,22,735.78,SITE2,BUYER2,MRP,1,40,1x per week,4.905,245.25,245.25,49.05
SUPPLIER85,ITEM_4865,0,PIECE,0.04,0,46080,188.1,2560,2560,5,1843.2,SITE2,BUYER5,MRP,558,91.4,2x per week,7.524,102.4,102.4,22.32
SUPPLIER201,ITEM_4918,0,FOOT,0.12,0,123552,504.3,3888,3888,10,15320.45,SITE2,BUYER2,MRP,693,20.4,2x per week,60.516,466.56,466.56,83.16
SUPPLIER253,ITEM_5012,0,OUNCE,0.25,0,99384,405.6,242.4,242.4,5,24846,SITE2,BUYER2,MRP,970,38.3,1x per week,101.4,60.6,60.6,242.5
SUPPLIER75,ITEM_5159,0,PIECE,26.75,0,93,0.4,24,24,25,2487.75,SITE2,BUYER12,MRP,12,20.5,1x per week,10.7,642,642,321
SUPPLIER75,ITEM_5215,0,PIECE,31.99,0,211,0.9,48,48,25,6749.89,SITE2,BUYER12,MRP,13,80.5,1x per week,28.791,1535.52,1535.52,415.87
SUPPLIER237,ITEM_5314,0,EACH,117.22,0,150,0.6,6,6,10,17583,SITE2,BUYER4,MRP,2,80,3x per week,70.332,703.32,703.32,234.44
SUPPLIER237,ITEM_5318,0,EACH,114.63,0,144,0.6,6,6,10,16506.72,SITE2,BUYER4,MRP,2,82.9,3x per week,68.778,687.78,687.78,229.26
SUPPLIER237,ITEM_5320,0,EACH,85.5,0,60,0.2,6,6,10,5130,SITE2,BUYER4,MRP,1,83.3,3x per week,17.1,513,513,85.5
SUPPLIER237,ITEM_5321,0,EACH,81.4,0,144,0.6,6,6,10,11721.6,SITE2,BUYER4,MRP,2,79.5,3x per week,48.84,488.4,488.4,162.8
SUPPLIER237,ITEM_5331,0,EACH,158,0,1092,4.5,6,6,10,172536,SITE2,BUYER4,MRP,6,82.9,3x per week,711,948,948,948
SUPPLIER237,ITEM_5339,0,EACH,29.02,0,1296,5.3,6,6,10,37609.92,SITE2,BUYER4,MRP,15,81.6,3x per week,153.806,174.12,174.12,435.3
SUPPLIER16,ITEM_5386,0,EACH,0.05,0,85000,346.9,17000,17000,5,4165,SITE3,BUYER11,MRP,2082,88.9,5x per week,17.345,850,850,104.1
SUPPLIER117,ITEM_5641,0,PIECE,0.94,0,2100,8.6,300,300,6,1974,SITE3,BUYER1,MRP,29,93.3,1x per week,8.084,282,282,27.26
SUPPLIER16,ITEM_5721,0,PIECE,0.01,0,169000,689.8,15000,15000,5,1352,SITE3,BUYER11,MRP,4384,82.4,5x per week,6.898,150,150,43.84
SUPPLIER145,ITEM_5898,0,PIECE,0.41,0,13500,55.1,300,300,10,5535,SITE3,BUYER4,MRP,186,90.7,5x per week,22.591,123,123,76.26
SUPPLIER110,ITEM_2192,0,PIECE,0.04,0,78000,318.4,6000,6000,2,3198,SITE12,BUYER11,MRP,539,100,5x per week,12.736,240,240,21.56
SUPPLIER22,ITEM_1981,0,PIECE,6.61,0,825,3.4,75,75,6,5455.73,SITE12,BUYER7,MRP,25,100,2x per week,22.474,495.75,495.75,165.25
SUPPLIER35,ITEM_3174,0,PIECE,0.2,0,3700,15.1,10000,10000,21,725.2,SITE12,BUYER7,MRP,160,100,5x per week,3.02,2000,2000,32
SUPPLIER112,ITEM_2269,0,EACH,0.02,0,109141,445.5,15000,15000,6,1637.12,SITE8,BUYER11,MRP,1469,91.9,3x per week,8.91,300,300,29.38
SUPPLIER112,ITEM_2280,0,EACH,0.02,0,432000,1763.3,8000,8000,6,6912,SITE8,BUYER11,MRP,5380,84.7,3x per week,35.266,160,160,107.6
SUPPLIER35,ITEM_3310,0,EACH,0.22,0,19500,79.6,150,150,6,4192.5,SITE8,BUYER7,MRP,180,98.3,5x per week,17.512,33,33,39.6
