Supplier,Part Number,Quantity on Hand,Item UOM,Item Cost,$ on Hand,Annual Usage Qty,Average Daily Usage Qty,Minimum Order Qty,Box Size Qty,Lead Time [Days],Annual Usage [$],Mfg_Site,Planner Code,Planning Method,Safety Stock Qty,% Received On Time,Delivery Frequency
SUPPLIER219,ITEM_4678,2500,PIECE,0.03,67.50,112400.0,458.8,2500,2500,5,3034.80,SITE2,BUYER11,MRP,723,73.3,1x per week
SUPPLIER4,ITEM_4327,2,GALLON,33.25,66.50,13.0,0.1,1,1,6,432.25,SITE2,BUYER2,MRP,1,85.0,1x per week
SUPPLIER282,ITEM_2041,1000,PIECE,0.07,66.00,2000.0,8.2,1000,1000,10,132.00,SITE2,BUYER3,MRP,95,83.3,1x per week
SUPPLIER67,ITEM_0551,400,PIECE,0.16,65.60,6900.0,28.2,50,50,10,1131.60,SITE2,BUYER6,MRP,200,81.4,5x per week
SUPPLIER219,ITEM_5527,500,EACH,0.13,65.50,10500.0,42.9,500,500,5,1375.50,SITE1,BUYER11,Min-max,,100.0,1x per week
SUPPLIER274,ITEM_6793,500,PIECE,0.13,65.00,1500.0,6.1,500,500,10,195.00,SITE1,BUYER7,MRP,27,100.0,1x per week
SUPPLIER274,ITEM_6791,500,PIECE,0.13,65.00,1500.0,6.1,500,500,11,195.00,SITE3,BUYER7,MRP,50,50.0,1x per week
SUPPLIER67,ITEM_1222,4000,PIECE,0.02,64.00,120000.0,489.8,2000,2000,10,1920.00,SITE2,BUYER6,MRP,2000,82.0,5x per week
SUPPLIER110,ITEM_5442,3500,PIECE,0.02,63.00,24500.0,100.0,2000,2000,3,441.00,SITE6,BUYER11,MRP,100,100.0,5x per week
SUPPLIER144,ITEM_3218,100,PIECE,0.61,60.60,4900.0,20.0,100,100,3,2969.40,SITE2,BUYER7,MRP,61,9.4,5x per week
SUPPLIER51,ITEM_3286,500,EACH,0.12,60.50,17500.0,71.4,500,500,3,2117.50,SITE2,BUYER7,MRP,271,24.3,2x per week
SUPPLIER110,ITEM_2188,2500,EACH,0.02,60.00,25000.0,102.0,2500,2500,1,600.00,SITE13,BUYER11,Min-max,,95.0,5x per week
SUPPLIER129,ITEM_3826,46,POUND,1.30,59.80,5704.0,23.3,92,46,8,7415.20,SITE1,BUYER3,MRP,100,94.0,2x per week
SUPPLIER22,ITEM_1992,1000,PIECE,0.06,59.00,4000.0,16.3,1000,1000,6,236.00,SITE12,BUYER7,MRP,51,100.0,2x per week
SUPPLIER187,ITEM_5456,1248,INCH,0.05,58.66,2496.0,10.2,1248,1248,21,117.31,SITE3,BUYER3,MRP,214,0.0,5x per week
SUPPLIER135,ITEM_5446,600,PIECE,0.10,57.60,15000.0,61.2,1000,1000,5,1440.00,SITE6,BUYER11,MRP,294,88.5,5x per week
SUPPLIER83,ITEM_2033,200,PIECE,0.28,55.80,3200.0,13.1,600,600,15,892.80,SITE2,BUYER4,MRP,78,0.0,1x per week
SUPPLIER294,ITEM_5521,500,FOOT,0.11,55.50,6000.0,24.5,750,750,5,666.00,SITE3,BUYER3,Min-max,,91.7,2x per week
SUPPLIER110,ITEM_2261,5000,EACH,0.01,55.00,60000.0,244.9,5000,5000,3,660.00,SITE10,BUYER11,MRP,449,100.0,5x per week
SUPPLIER35,ITEM_3290,1200,PIECE,0.05,54.00,14300.0,58.4,2500,2500,6,643.50,SITE12,BUYER7,MRP,114,100.0,5x per week
SUPPLIER272,ITEM_4589,2220,FOOT,0.02,53.28,14430.0,58.9,1110,185,10,346.32,SITE2,BUYER5,MRP,549,98.2,1x per week
SUPPLIER276,ITEM_5754,23,EACH,2.30,52.90,97.0,0.4,50,50,10,223.10,SITE3,BUYER4,MRP,1,100.0,2x per week
SUPPLIER110,ITEM_2148,2500,EACH,0.02,52.50,42500.0,173.5,2500,2500,1,892.50,SITE2,BUYER11,MRP,42,57.7,5x per week
SUPPLIER32,ITEM_2439,100,EACH,0.52,52.40,1300.0,5.3,100,100,6,681.20,SITE12,BUYER4,MRP,16,80.8,2x per week
SUPPLIER258,ITEM_2465,4000,EACH,0.01,52.00,12000.0,49.0,4000,4000,7,156.00,SITE1,BUYER3,MRP,147,100.0,2x per week
SUPPLIER258,ITEM_2465,4000,EACH,0.01,52.00,40000.0,163.3,4000,4000,3,520.00,SITE12,BUYER3,MRP,735,66.7,2x per week
SUPPLIER85,ITEM_3028,160,PIECE,0.31,50.24,6400.0,26.1,160,160,5,2009.60,SITE2,BUYER5,MRP,150,80.8,2x per week
SUPPLIER110,ITEM_2241,2500,EACH,0.02,50.00,17500.0,71.4,2500,2500,2,350.00,SITE4,BUYER11,MRP,1,100.0,5x per week
SUPPLIER258,ITEM_2459,25000,EACH,0.00,50.00,1115000.0,4551.0,5000,5000,2,2230.00,SITE2,BUYER3,MRP,11458,19.7,2x per week
SUPPLIER144,ITEM_3117,100,PIECE,0.46,45.70,700.0,2.9,100,100,3,319.90,SITE2,BUYER7,MRP,6,8.3,1x per week
SUPPLIER144,ITEM_3093,200,PIECE,0.23,45.00,8600.0,35.1,100,100,3,1935.00,SITE2,BUYER7,MRP,287,19.5,5x per week
SUPPLIER22,ITEM_2759,150,PIECE,0.29,43.95,5475.0,22.3,75,75,5,1604.18,SITE2,BUYER7,MRP,90,85.5,2x per week
SUPPLIER272,ITEM_5452,4800,INCH,0.01,43.20,210000.0,857.1,1200,1200,5,1890.00,SITE1,BUYER5,MRP,6000,77.9,5x per week
SUPPLIER258,ITEM_2462,4000,EACH,0.01,40.00,16000.0,65.3,20000,4000,3,160.00,SITE12,BUYER3,MRP,393,50.0,2x per week
SUPPLIER110,ITEM_2131,3500,EACH,0.01,38.50,73500.0,300.0,3500,3500,1,808.50,SITE13,BUYER11,Min-max,,100.0,5x per week
SUPPLIER110,ITEM_5808,2000,EACH,0.02,38.00,69300.0,282.9,1000,1000,6,1316.70,SITE1,BUYER11,MRP,655,97.7,5x per week
SUPPLIER159,ITEM_1393,1000,FOOT,0.04,38.00,5000.0,20.4,1000,1000,20,190.00,SITE2,BUYER11,MRP,67,100.0,5x per week
SUPPLIER24,ITEM_5894,90,PIECE,0.40,36.00,960.0,3.9,30,30,10,384.00,SITE1,BUYER2,MRP,90,83.3,5x per week
SUPPLIER35,ITEM_2476,200,PIECE,0.18,35.40,7200.0,29.4,200,200,5,1274.40,SITE2,BUYER7,MRP,74,86.5,3x per week
SUPPLIER82,ITEM_6674,1000,PIECE,0.04,35.00,6198.0,25.3,1000,1000,5,216.93,SITE1,BUYER10,MRP,1000,7.7,5x per week
SUPPLIER276,ITEM_5748,20,EACH,1.71,34.20,575.0,2.3,100,100,10,983.25,SITE3,BUYER4,MRP,9,100.0,2x per week
SUPPLIER276,ITEM_5732,41,PIECE,0.83,33.87,805.0,3.3,100,100,10,664.93,SITE3,BUYER4,MRP,9,80.3,2x per week
SUPPLIER35,ITEM_3310,150,EACH,0.22,32.25,2850.0,11.6,150,150,5,612.75,SITE13,BUYER7,Min-max,,95.3,5x per week
SUPPLIER35,ITEM_2481,200,PIECE,0.16,31.80,7000.0,28.6,200,200,5,1113.00,SITE2,BUYER7,MRP,74,89.0,3x per week
SUPPLIER235,ITEM_3281,200,EACH,0.14,27.60,12600.0,51.4,200,200,5,1738.80,SITE2,BUYER7,MRP,138,18.2,1x per week
SUPPLIER45,ITEM_1800,40,PIECE,0.68,27.08,510.0,2.1,200,200,50,345.27,SITE13,BUYER2,Min-max,,66.7,1x per week
SUPPLIER219,ITEM_5376,1000,PIECE,0.03,26.00,36000.0,146.9,1000,1000,7,936.00,SITE6,BUYER11,MRP,100,92.2,1x per week
SUPPLIER110,ITEM_2181,2500,EACH,0.01,20.00,18415.0,75.2,2500,2500,1,147.32,SITE2,BUYER11,MRP,42,92.5,5x per week
SUPPLIER46,ITEM_2556,9600,PIECE,0.00,19.20,60000.0,244.9,48000,48000,6,120.00,SITE8,BUYER3,MRP,1,100.0,2x per week
SUPPLIER67,ITEM_0521,40,PIECE,0.35,13.80,2400.0,9.8,40,40,10,828.00,SITE2,BUYER6,MRP,40,81.7,5x per week
SUPPLIER67,ITEM_0523,40,PIECE,0.35,13.80,320.0,1.3,40,40,10,110.40,SITE2,BUYER6,MRP,40,75.0,5x per week
SUPPLIER67,ITEM_0511,50,PIECE,0.18,8.95,900.0,3.7,50,50,10,161.10,SITE2,BUYER6,MRP,50,86.7,5x per week
SUPPLIER67,ITEM_0549,50,PIECE,0.16,8.20,1350.0,5.5,50,50,10,221.40,SITE2,BUYER6,MRP,50,88.0,5x per week
SUPPLIER16,ITEM_5693,2000,EACH,0.00,8.00,90000.0,367.3,26000,26000,5,360.00,SITE3,BUYER11,MRP,2376,71.4,5x per week
SUPPLIER110,ITEM_2223,0,EACH,0.04,0.00,80000.0,326.5,5000,5000,2,3360.00,SITE4,BUYER11,MRP,1,100.0,5x per week
SUPPLIER218,ITEM_0565,0,PIECE,0.61,0.00,7972.0,32.5,1100,1100,7,4870.89,SITE4,BUYER1,MRP,132,60.3,2x per week
SUPPLIER235,ITEM_3565,0,EACH,0.55,0.00,2400.0,9.8,300,300,6,1322.40,SITE4,BUYER7,MRP,29,64.3,1x per week
SUPPLIER235,ITEM_3568,0,EACH,0.55,0.00,1800.0,7.3,300,300,6,991.80,SITE4,BUYER7,MRP,15,63.6,1x per week
SUPPLIER59,ITEM_3839,0,SQUARE FOOT,0.21,0.00,11381.8,46.5,3793.92,3793.92,10,2390.17,SITE1,BUYER5,MRP,1,71.4,5x per week
SUPPLIER59,ITEM_3886,0,SQUARE FOOT,0.18,0.00,130957.4,534.5,3741.64,3741.64,2,23834.25,SITE1,BUYER5,MRP,1,89.7,5x per week
SUPPLIER59,ITEM_3876,0,SQUARE FOOT,0.18,0.00,44089.9,180.0,3674.16,3674.16,2,8024.37,SITE1,BUYER5,MRP,1,100.0,5x per week
SUPPLIER55,ITEM_2944,0,SQUARE FOOT,0.47,0.00,22446.8,91.6,3725.9,3725.9,6,10639.78,SITE1,BUYER5,MRP,1,100.0,5x per week
SUPPLIER55,ITEM_2961,0,SQUARE FOOT,0.47,0.00,29944.7,122.2,3724.21,3724.21,6,14193.81,SITE1,BUYER5,MRP,1,91.7,5x per week
SUPPLIER276,ITEM_5778,0,PIECE,2.29,0.00,1200.0,4.9,50,50,10,2748.00,SITE1,BUYER4,MRP,12,83.8,2x per week
SUPPLIER276,ITEM_5981,0,EACH,6.83,0.00,180.0,0.7,20,20,10,1229.40,SITE1,BUYER4,MRP,2,92.9,2x per week
SUPPLIER70,ITEM_6060,0,EACH,0.15,0.00,38673.0,157.8,2000,500,10,5646.26,SITE1,BUYER11,MRP,441,100.0,5x per week
SUPPLIER186,ITEM_6455,0,INCH,0.04,0.00,31200.0,127.3,6240,6240,6,1092.00,SITE1,BUYER10,MRP,204,60.0,5x per week
SUPPLIER9,ITEM_6615,0,PIECE,0.04,0.00,37500.0,153.1,7500,7500,5,1500.00,SITE1,BUYER1,MRP,306,77.8,1x per week
SUPPLIER186,ITEM_5428,0,INCH,0.06,0.00,181440.0,740.6,18144,18144,6,11067.84,SITE6,BUYER10,MRP,9072,93.8,5x per week
SUPPLIER110,ITEM_5438,0,PIECE,0.01,0.00,47500.0,193.9,2500,2500,3,665.00,SITE6,BUYER11,MRP,347,100.0,5x per week
SUPPLIER278,ITEM_5440,0,INCH,0.00,0.00,120000.0,489.8,60000,60000,15,240.00,SITE6,BUYER12,Min-max,,100.0,5x per week
SUPPLIER144,ITEM_5498,0,PIECE,0.03,0.00,200000.0,816.3,50000,50000,7,5600.00,SITE6,BUYER7,MRP,1837,100.0,5x per week
SUPPLIER276,ITEM_5789,0,PIECE,0.04,0.00,19990.0,81.6,5000,5000,7,839.58,SITE6,BUYER4,MRP,245,77.8,2x per week
SUPPLIER276,ITEM_5953,0,EACH,1.42,0.00,1800.0,7.3,200,200,7,2556.00,SITE6,BUYER4,MRP,22,100.0,2x per week
SUPPLIER276,ITEM_6007,0,EACH,18.44,0.00,120.0,0.5,12,12,7,2212.80,SITE6,BUYER4,MRP,1,85.7,2x per week
SUPPLIER276,ITEM_6009,0,EACH,15.06,0.00,72.0,0.3,12,12,7,1084.32,SITE6,BUYER4,MRP,1,72.1,2x per week
SUPPLIER276,ITEM_6273,0,PIECE,10.92,0.00,80.0,0.3,20,20,12,873.60,SITE6,BUYER4,MRP,2,100.0,2x per week
SUPPLIER276,ITEM_6275,0,PIECE,11.55,0.00,140.0,0.6,20,20,12,1617.00,SITE6,BUYER4,MRP,4,73.3,2x per week
SUPPLIER171,ITEM_6403,0,PIECE,0.22,0.00,7000.0,28.6,1000,1000,16,1540.00,SITE6,BUYER7,MRP,328,91.7,5x per week
SUPPLIER278,ITEM_6437,0,INCH,0.01,0.00,360000.0,1469.4,18000,18000,12,3960.00,SITE6,BUYER12,MRP,10290,25.0,1x per week
SUPPLIER166,ITEM_6784,0,PIECE,0.75,0.00,4500.0,18.4,500,500,10,3375.00,SITE6,BUYER4,MRP,25,84.6,1x per week
SUPPLIER9,ITEM_1593,0,PIECE,5.60,0.00,1360.0,5.6,170,170,5,7621.44,SITE10,BUYER1,MRP,15,91.7,1x per week
SUPPLIER112,ITEM_1714,0,EACH,0.07,0.00,84480.0,344.8,4000,4000,7,5913.60,SITE10,BUYER11,MRP,816,71.9,3x per week
SUPPLIER32,ITEM_3500,0,PIECE,0.03,0.00,70000.0,285.7,5000,5000,7,2170.00,SITE10,BUYER4,MRP,673,81.0,2x per week
SUPPLIER235,ITEM_4187,0,PIECE,0.10,0.00,95000.0,387.8,2500,2500,7,9880.00,SITE10,BUYER7,MRP,1010,76.6,1x per week
SUPPLIER218,ITEM_0719,0,PIECE,6.52,0.00,377.0,1.5,100,1,12,2458.42,SITE7,BUYER1,MRP,1,56.8,2x per week
SUPPLIER144,ITEM_3264,0,PIECE,2.19,0.00,3850.0,15.7,50,50,5,8439.20,SITE13,BUYER7,Min-max,,63.3,5x per week
SUPPLIER24,ITEM_0450,0,EACH,23.20,0.00,316.0,1.3,1,1,5,7331.20,SITE13,BUYER2,Manual,,94.9,5x per week
SUPPLIER24,ITEM_0473,0,PIECE,31.78,0.00,23.0,0.1,1,1,5,730.94,SITE13,BUYER2,Manual,,88.9,5x per week
SUPPLIER24,ITEM_0493,0,EACH,27.11,0.00,47.0,0.2,1,1,5,1274.17,SITE13,BUYER2,Manual,,83.2,5x per week
SUPPLIER82,ITEM_3210,0,EACH,2.62,0.00,468.0,1.9,468,468,21,1228.03,SITE13,BUYER10,Manual,,0.0,2x per week
SUPPLIER192,ITEM_4547,0,EACH,1.31,0.00,29120.0,118.9,520,520,1,38088.96,SITE13,BUYER11,Manual,,68.5,1x per week
SUPPLIER146,ITEM_4735,0,EACH,1.03,0.00,22170.0,90.5,500,500,1,22879.44,SITE13,BUYER11,Manual,,63.7,5x per week
SUPPLIER75,ITEM_3136,0,PIECE,9.11,0.00,4180.0,17.1,234,234,1,38079.80,SITE11,BUYER12,Manual,,20.9,2x per week
SUPPLIER146,ITEM_4450,0,PIECE,0.44,0.00,4800.0,19.6,700,700,1,2092.80,SITE11,BUYER11,Manual,,100.0,5x per week
SUPPLIER180,ITEM_4538,0,PIECE,1.47,0.00,21914.0,89.4,750,750,10,32191.67,SITE11,BUYER11,Manual,,96.5,1x per week
SUPPLIER75,ITEM_1417,0,PIECE,8.74,0.00,251.0,1.0,200,200,35,2193.74,SITE15,BUYER12,Manual,,100.0,2x per week
SUPPLIER196,ITEM_1640,0,EACH,0.07,0.00,108000.0,440.8,8000,8000,15,7560.00,SITE2,BUYER11,MRP,2645,27.6,2x per week
SUPPLIER110,ITEM_2214,0,PIECE,0.03,0.00,177500.0,724.5,2500,2500,1,5147.50,SITE2,BUYER11,MRP,383,88.3,5x per week
SUPPLIER6,ITEM_0100,0,POUND,1.68,0.00,1312.0,5.4,117,117,10,2205.47,SITE2,BUYER1,MRP,15,71.9,4x per week
SUPPLIER6,ITEM_0118,0,POUND,2.07,0.00,776.0,3.2,117,117,15,1602.44,SITE2,BUYER1,MRP,36,68.8,4x per week
SUPPLIER6,ITEM_0128,0,POUND,1.68,0.00,3598.0,14.7,424,424,10,6048.24,SITE2,BUYER1,MRP,45,81.9,4x per week
SUPPLIER43,ITEM_0225,0,ROLL,42.04,0.00,4291.0,17.5,96,96,8,180393.64,SITE2,BUYER6,MRP,40,55.9,1x per week
SUPPLIER43,ITEM_0243,0,ROLL,42.04,0.00,144.0,0.6,16,16,8,6053.76,SITE2,BUYER6,MRP,5,52.9,1x per week
SUPPLIER27,ITEM_1192,0,EACH,1.65,0.00,24864.0,101.5,168,168,5,41050.46,SITE2,BUYER2,MRP,239,66.4,5x per week
SUPPLIER159,ITEM_1394,0,FOOT,0.04,0.00,6000.0,24.5,1000,1000,20,234.00,SITE2,BUYER11,MRP,114,100.0,5x per week
SUPPLIER35,ITEM_1766,0,PIECE,0.57,0.00,900.0,3.7,100,100,5,514.80,SITE2,BUYER7,MRP,10,66.7,5x per week
SUPPLIER22,ITEM_1854,0,PIECE,0.26,0.00,8800.0,35.9,200,200,5,2288.00,SITE2,BUYER7,MRP,99,89.0,2x per week
SUPPLIER196,ITEM_1956,0,PIECE,0.15,0.00,18000.0,73.5,1000,1000,15,2754.00,SITE2,BUYER11,MRP,300,44.1,2x per week
SUPPLIER178,ITEM_1990,0,PIECE,4.60,0.00,533.0,2.2,20,1,10,2451.80,SITE2,BUYER4,MRP,10,86.3,5x per week
SUPPLIER83,ITEM_2026,0,PIECE,0.28,0.00,2800.0,11.4,600,600,15,781.20,SITE2,BUYER4,MRP,78,0.0,1x per week
SUPPLIER83,ITEM_2352,0,EACH,1.54,0.00,8432.0,34.4,500,500,15,13010.58,SITE2,BUYER4,MRP,202,0.0,1x per week
SUPPLIER83,ITEM_2375,0,EACH,0.64,0.00,7400.0,30.2,1000,1000,5,4706.40,SITE2,BUYER4,MRP,64,0.0,1x per week
SUPPLIER144,ITEM_2532,0,PIECE,0.42,0.00,4750.0,19.4,250,250,3,2014.00,SITE2,BUYER7,MRP,73,10.3,5x per week
SUPPLIER199,ITEM_2623,0,EACH,0.05,0.00,48000.0,195.9,3000,3000,20,2304.00,SITE2,BUYER11,MRP,1000,89.7,5x per week
SUPPLIER22,ITEM_2724,0,PIECE,1.29,0.00,1100.0,4.5,100,100,5,1416.80,SITE2,BUYER7,MRP,13,100.0,2x per week
SUPPLIER144,ITEM_3095,0,PIECE,0.56,0.00,1300.0,5.3,100,100,3,731.90,SITE2,BUYER7,MRP,19,22.7,5x per week
SUPPLIER51,ITEM_3110,0,PIECE,0.16,0.00,5000.0,20.4,1000,1000,15,790.00,SITE2,BUYER7,MRP,233,11.1,5x per week
SUPPLIER144,ITEM_3120,0,PIECE,0.94,0.00,2300.0,9.4,100,100,3,2152.80,SITE2,BUYER7,MRP,20,17.8,2x per week
SUPPLIER144,ITEM_3121,0,PIECE,1.13,0.00,2200.0,9.0,100,100,3,2492.60,SITE2,BUYER7,MRP,20,22.5,1x per week
SUPPLIER35,ITEM_3290,0,PIECE,0.05,0.00,27500.0,112.2,2500,2500,5,1237.50,SITE2,BUYER7,MRP,313,77.4,5x per week
SUPPLIER51,ITEM_3524,0,PIECE,0.11,0.00,16000.0,65.3,1000,1000,3,1808.00,SITE2,BUYER7,MRP,160,25.0,5x per week
SUPPLIER51,ITEM_3549,0,PIECE,0.20,0.00,20000.0,81.6,2500,2500,3,4060.00,SITE2,BUYER7,MRP,167,26.7,5x per week
SUPPLIER196,ITEM_3649,0,EACH,0.02,0.00,12000.0,49.0,3000,3000,5,288.00,SITE2,BUYER11,MRP,100,0.0,2x per week
SUPPLIER133,ITEM_4786,0,GALLON,49.05,0.00,15.0,0.1,5,5,22,735.78,SITE2,BUYER2,MRP,1,40.0,1x per week
SUPPLIER85,ITEM_4865,0,PIECE,0.04,0.00,46080.0,188.1,2560,2560,5,1843.20,SITE2,BUYER5,MRP,558,91.4,2x per week
SUPPLIER201,ITEM_4918,0,FOOT,0.12,0.00,123552.0,504.3,3888,3888,10,15320.45,SITE2,BUYER2,MRP,693,20.4,2x per week
SUPPLIER253,ITEM_5012,0,OUNCE,0.25,0.00,99384.0,405.6,242.4,242.4,5,24846.00,SITE2,BUYER2,MRP,970,38.3,1x per week
SUPPLIER75,ITEM_5159,0,PIECE,26.75,0.00,93.0,0.4,24,24,25,2487.75,SITE2,BUYER12,MRP,12,20.5,1x per week
SUPPLIER75,ITEM_5215,0,PIECE,31.99,0.00,211.0,0.9,48,48,25,6749.89,SITE2,BUYER12,MRP,13,80.5,1x per week
SUPPLIER237,ITEM_5314,0,EACH,117.22,0.00,150.0,0.6,6,6,10,17583.00,SITE2,BUYER4,MRP,2,80.0,3x per week
SUPPLIER237,ITEM_5318,0,EACH,114.63,0.00,144.0,0.6,6,6,10,16506.72,SITE2,BUYER4,MRP,2,82.9,3x per week
SUPPLIER237,ITEM_5320,0,EACH,85.50,0.00,60.0,0.2,6,6,10,5130.00,SITE2,BUYER4,MRP,1,83.3,3x per week
SUPPLIER237,ITEM_5321,0,EACH,81.40,0.00,144.0,0.6,6,6,10,11721.60,SITE2,BUYER4,MRP,2,79.5,3x per week
SUPPLIER237,ITEM_5331,0,EACH,158.00,0.00,1092.0,4.5,6,6,10,172536.00,SITE2,BUYER4,MRP,6,82.9,3x per week
SUPPLIER237,ITEM_5339,0,EACH,29.02,0.00,1296.0,5.3,6,6,10,37609.92,SITE2,BUYER4,MRP,15,81.6,3x per week
SUPPLIER16,ITEM_5386,0,EACH,0.05,0.00,85000.0,346.9,17000,17000,5,4165.00,SITE3,BUYER11,MRP,2082,88.9,5x per week
SUPPLIER117,ITEM_5641,0,PIECE,0.94,0.00,2100.0,8.6,300,300,6,1974.00,SITE3,BUYER1,MRP,29,93.3,1x per week
SUPPLIER16,ITEM_5721,0,PIECE,0.01,0.00,169000.0,689.8,15000,15000,5,1352.00,SITE3,BUYER11,MRP,4384,82.4,5x per week
SUPPLIER145,ITEM_5898,0,PIECE,0.41,0.00,13500.0,55.1,300,300,10,5535.00,SITE3,BUYER4,MRP,186,90.7,5x per week
SUPPLIER110,ITEM_2192,0,PIECE,0.04,0.00,78000.0,318.4,6000,6000,2,3198.00,SITE12,BUYER11,MRP,539,100.0,5x per week
SUPPLIER22,ITEM_1981,0,PIECE,6.61,0.00,825.0,3.4,75,75,6,5455.73,SITE12,BUYER7,MRP,25,100.0,2x per week
SUPPLIER35,ITEM_3174,0,PIECE,0.20,0.00,3700.0,15.1,10000,10000,21,725.20,SITE12,BUYER7,MRP,160,100.0,5x per week
SUPPLIER112,ITEM_2269,0,EACH,0.02,0.00,109141.0,445.5,15000,15000,6,1637.12,SITE8,BUYER11,MRP,1469,91.9,3x per week
SUPPLIER112,ITEM_2280,0,EACH,0.02,0.00,432000.0,1763.3,8000,8000,6,6912.00,SITE8,BUYER11,MRP,5380,84.7,3x per week
SUPPLIER35,ITEM_3310,0,EACH,0.22,0.00,19500.0,79.6,150,150,6,4192.50,SITE8,BUYER7,MRP,180,98.3,5x per week
SUPPLIER205,ITEM_4466,0,FOOT,0.12,0.00,16200.0,66.1,600,600,5,1976.40,SITE8,BUYER6,Min-max,,95.9,1x per week
SUPPLIER154,ITEM_5240,0,PIECE,1.77,0.00,750.0,3.1,250,250,1,1326.00,SITE14,BUYER11,Manual,,95.2,1x per week
SUPPLIER154,ITEM_5266,0,PIECE,4.21,0.00,857.0,3.5,250,250,1,3606.26,SITE14,BUYER11,Manual,,100.0,1x per week
